,Average wind speed (m/s),Average power (kW),Input turbulence intensity (%),Input alpha
4193,20.7894,4799.38,40.78,0.37
2676,19.1214,4985.51,17.0,0.32
1645,16.948,4749.96,33.32,0.12
7,13.1803,4869.35,27.31,0.04
4234,23.1962,4985.67,12.49,0.36
4972,6.84777,1193.79,9.35,-0.19
4466,4.75795,393.235,12.68,-0.19
5178,4.96414,419.704,11.64,0.07
7633,10.5938,3743.87,28.98,0.32
4077,21.6124,4937.67,34.35,-0.11
127,19.2705,4957.37,26.76,-0.04
6180,24.6564,4986.97,10.04,-0.04
4549,11.6741,4741.21,18.02,-0.12
1697,19.1441,4900.46,31.97,-0.5
4147,23.2011,4922.01,33.74,-0.12
2594,3.4648,135.552,27.27,-0.19
265,4.46326,418.687,44.95,-0.21
4845,4.04016,217.628,20.39,0.37
756,21.2965,4883.77,37.57,-0.35
1110,11.1639,4460.62,19.83,-0.07
6507,15.0093,4899.97,39.38,-0.37
3811,12.3359,4776.27,21.35,-0.35
7620,22.9026,4987.01,11.22,-0.35
30,7.93818,1725.99,5.93,0.45
4704,11.5185,4751.69,9.21,0.17
3849,21.3821,4836.45,35.73,0.09
2518,18.2632,4976.91,25.67,0.21
909,9.1728,3185.21,36.22,-0.31
1649,5.3589,578.278,12.6,-0.18
4726,14.1646,4979.87,22.16,-0.32
773,11.2746,4699.03,7.18,-0.04
2345,24.665,4985.43,18.15,-0.13
3788,8.59348,2219.22,10.91,0.05
4574,16.5436,4985.44,5.8,-0.37
3264,8.5514,2205.72,14.96,0.23
840,23.3814,4962.42,32.63,0.36
4522,10.5775,4028.8,12.61,0.15
5282,13.2763,4983.15,9.66,0.4
1053,23.6752,4984.43,17.83,-0.34
3457,3.66723,228.697,39.02,-0.44
1655,7.51098,1487.08,10.88,0.0
5256,14.7988,4900.57,31.13,0.13
6496,8.24751,2424.6,28.51,-0.29
2837,11.0356,4893.39,9.38,-0.48
2972,10.4301,3946.96,10.92,0.06
2219,20.1724,4918.8,41.25,0.09
7806,24.8305,4960.23,28.83,0.49
1908,6.01643,982.747,42.9,-0.14
3917,19.1204,4837.43,34.7,-0.13
1209,16.152,4984.4,20.23,-0.39
6009,21.7065,4900.19,41.99,0.01
7311,22.025,4972.67,26.72,-0.47
7820,10.57,4007.28,9.37,0.21
2211,9.88286,3498.49,37.85,-0.38
3214,3.97514,192.332,9.47,0.13
911,21.579,4867.59,44.17,-0.47
7127,14.9288,4985.98,21.07,-0.27
5436,13.7917,4983.7,12.38,-0.01
7799,17.1407,4986.1,10.09,0.21
1819,3.12896,74.2595,6.63,-0.18
7986,8.407,2321.81,27.06,0.03
1808,23.8191,4945.64,32.39,0.35
7790,21.2461,4936.22,28.7,0.19
1540,20.1116,4986.52,5.75,0.28
1363,16.2052,4985.27,12.25,-0.25
6797,8.6849,2369.4,19.59,0.35
1991,20.5255,4833.57,40.51,0.15
5233,4.25178,248.008,9.9,0.32
7850,8.42748,2436.68,15.25,-0.32
7212,3.5524,154.928,14.31,-0.33
5143,3.16367,87.3966,8.12,-0.32
2494,21.6771,4987.13,10.43,0.3
2292,13.6196,4711.92,41.05,-0.16
2760,22.6549,4979.03,20.17,0.25
1532,11.2845,4390.37,26.34,-0.34
4963,13.0486,4416.91,44.88,-0.33
2476,14.1264,4963.64,26.16,-0.18
2449,16.9964,4983.24,16.2,0.05
506,3.41758,138.841,32.8,0.39
4987,20.8767,4984.25,20.08,0.47
3452,18.3729,4944.31,32.26,0.28
3543,6.76455,1199.11,30.3,0.14
2662,5.06338,521.424,30.34,0.45
7728,4.8366,406.775,13.16,-0.02
4941,24.1989,4853.65,44.48,0.14
4504,14.3231,4843.87,21.37,0.17
6292,22.7315,4938.21,37.32,0.18
3007,23.2909,4969.23,28.16,-0.37
4874,9.43341,2985.59,20.26,0.14
5984,7.30495,1349.09,6.78,0.36
6069,22.8395,4986.48,15.62,-0.17
1461,5.29321,501.121,9.47,0.21
5656,14.9609,4965.36,22.58,-0.12
2178,3.46495,106.648,5.06,0.07
4367,4.7748,530.975,40.97,0.48
4183,17.1646,4938.74,28.65,-0.23
2793,22.6821,4915.18,40.91,0.43
3440,20.337,4986.67,6.57,-0.22
6098,6.90222,1146.63,13.61,0.34
5979,9.58228,3286.53,35.98,0.25
7671,7.63758,1931.93,16.2,-0.46
2141,5.90072,713.729,9.52,0.21
4827,24.8157,4863.37,37.84,-0.27
3607,7.35615,1520.41,26.58,0.42
5463,24.9199,4971.01,27.49,-0.27
6559,8.93583,2875.17,34.79,-0.17
440,4.29167,324.095,14.19,-0.4
1913,24.8426,4973.74,25.78,0.14
5947,5.14657,555.917,36.1,0.19
6947,4.66384,403.733,18.36,-0.26
4782,15.4647,4660.6,42.57,-0.27
2280,21.4452,4958.2,29.18,0.09
2222,23.9736,4987.22,8.76,0.41
3169,22.2339,4982.98,22.24,0.36
4424,5.8425,1003.09,42.59,-0.05
6735,7.27413,1763.9,29.44,-0.46
3104,15.8898,4610.18,40.57,0.27
6887,20.1174,4952.68,35.1,-0.16
2105,11.4432,4679.74,9.84,0.33
6356,12.3222,4938.9,10.12,-0.13
5275,17.9711,4914.93,36.03,0.02
1751,19.1197,4962.63,25.04,-0.11
2323,16.8457,4984.29,17.93,0.42
808,6.83591,1324.07,32.41,0.34
3957,11.396,4143.99,38.03,-0.05
5306,4.88355,409.517,18.73,0.02
960,10.3927,3926.68,10.82,0.03
6549,18.7841,4974.34,24.32,0.17
6519,11.4903,4020.66,41.33,0.41
638,16.9809,4955.92,30.44,-0.38
2094,5.52639,708.337,28.16,0.07
1114,7.97052,1888.06,13.53,-0.14
3483,10.8439,4658.39,10.84,-0.35
6361,23.7121,4949.69,28.96,0.07
6178,5.78789,767.576,33.55,0.09
2913,20.1706,4971.75,21.67,0.31
7892,6.84826,1247.83,26.28,0.47
5280,8.94359,2557.83,16.48,0.39
3190,10.8766,4466.0,8.94,-0.09
3985,21.8258,4955.35,27.36,0.25
1404,21.1677,4985.62,19.6,0.25
1583,17.7163,4902.98,38.84,0.29
4241,3.36666,133.455,25.28,-0.21
4920,13.1957,4945.72,19.51,0.37
5735,11.2129,3712.0,40.3,-0.16
5946,23.0326,4986.03,15.41,-0.03
6033,17.4446,4982.26,23.29,-0.09
4247,22.4972,4959.79,27.91,-0.11
3289,21.0339,4898.64,35.17,-0.01
3473,21.5525,4903.93,39.19,0.35
2186,21.7712,4914.0,38.97,-0.1
3533,11.7987,4747.33,19.43,-0.35
7067,3.99996,208.601,13.32,0.45
4314,8.34249,2199.34,17.14,-0.13
4223,10.4386,4189.32,6.06,-0.19
3103,16.6106,4986.29,17.05,-0.34
255,19.8005,4871.17,36.79,0.37
5023,20.5164,4985.96,11.4,0.13
4683,12.5844,4399.09,42.95,-0.11
1840,7.92855,2076.14,36.79,-0.01
2473,23.2525,4882.99,44.92,-0.38
7469,19.5832,4917.09,33.13,0.43
515,12.5939,4672.06,34.54,-0.46
6545,8.42846,2403.12,10.84,-0.35
2446,23.1822,4934.63,35.83,0.04
2154,25.026,4881.4,33.64,-0.13
5907,23.49,4978.04,29.46,0.07
5423,21.837,4973.61,26.4,0.19
4824,6.24884,874.546,15.05,0.26
1049,19.9507,4953.6,28.08,0.43
775,10.2674,3714.24,8.25,0.42
5929,13.368,4965.18,17.02,0.43
5113,3.05914,62.9233,13.54,0.34
1569,5.08519,575.637,22.06,-0.32
2601,24.6453,4985.35,17.18,-0.06
3615,8.90168,2757.34,28.6,-0.1
6505,11.347,4760.98,9.06,0.48
3801,22.3424,4905.39,35.64,0.24
3506,9.76988,3417.78,19.89,0.0
1359,18.4203,4983.77,13.05,0.27
5379,20.5285,4840.78,39.68,-0.23
6070,23.6791,4986.69,9.18,0.25
4376,16.5093,4985.18,7.04,0.12
1369,8.42163,2185.27,5.82,-0.17
6588,12.0398,4726.74,22.2,0.02
3098,4.52507,325.139,23.11,0.13
5103,23.587,4865.69,34.33,0.43
5504,13.4295,4848.66,27.49,-0.35
7156,19.4861,4927.75,35.64,-0.26
7262,16.6055,4731.3,44.75,0.39
7606,3.70176,154.159,13.99,-0.05
6950,14.1219,4984.65,10.5,0.09
7545,7.17636,1700.68,29.06,-0.42
1588,4.51998,298.179,7.95,0.19
4354,8.14172,2051.84,22.54,-0.14
3643,16.7447,4910.22,40.62,0.25
3748,15.3233,4895.17,27.81,0.16
7930,24.5658,4966.49,28.89,0.13
3668,8.57155,2591.11,39.77,-0.05
3697,10.1073,4200.31,29.92,-0.46
6612,21.17,4984.28,13.39,0.0
514,18.563,4820.47,33.73,-0.04
5898,14.5089,4359.47,43.07,0.22
801,10.9982,4067.2,31.91,0.5
7835,3.42091,164.313,37.99,-0.25
1503,16.9328,4924.2,32.13,-0.2
6205,22.8485,4986.97,10.69,-0.22
7639,8.16708,1986.57,17.47,0.02
2541,4.50056,396.78,14.16,-0.45
1279,9.65644,3826.84,32.98,-0.48
6805,23.5393,4904.84,35.21,-0.36
729,20.0162,4984.66,18.13,0.26
1196,6.97339,1242.84,16.48,-0.01
1518,17.5589,4985.93,5.29,-0.48
4576,24.0918,4987.17,12.81,0.45
7896,23.5322,4987.19,11.19,-0.14
5336,13.1704,4628.45,29.43,0.5
4036,6.10359,775.629,5.31,0.14
2720,21.3129,4713.31,44.09,-0.33
6211,22.0648,4852.88,40.94,0.32
3587,19.46,4974.04,27.92,0.29
2977,21.6526,4969.44,29.36,-0.27
3608,4.40346,319.343,26.25,0.01
4759,19.0939,4986.49,8.38,-0.34
7139,9.92781,3469.46,29.78,0.42
4030,9.97835,3954.22,38.51,-0.4
6160,16.0145,4624.01,43.73,0.42
5075,24.7678,4869.98,37.01,-0.11
2808,12.5468,4727.08,20.0,-0.19
4769,3.8375,230.869,15.52,-0.46
2318,15.1865,4737.79,40.04,0.01
5787,5.35961,637.634,9.88,-0.4
2593,20.425,4985.02,16.73,-0.41
2604,3.79421,228.628,15.14,-0.47
4530,5.78894,833.814,18.51,-0.29
2333,22.3752,4986.86,15.71,-0.29
5557,15.8684,4810.11,44.66,-0.42
872,16.1477,4949.58,26.87,-0.2
5128,24.7582,4860.92,42.76,0.05
3154,21.0748,4984.96,13.89,0.21
7678,11.4545,4502.48,29.87,0.25
4818,16.342,4934.73,23.32,-0.44
829,24.3212,4985.66,15.1,-0.04
180,5.49375,617.439,18.72,0.03
7023,5.38124,715.794,40.56,0.49
6902,11.002,4455.53,20.56,-0.31
4406,24.6992,4899.84,35.85,0.05
5924,18.6075,4986.18,9.49,-0.07
7567,18.0115,4985.01,11.58,0.29
5683,20.0498,4833.66,33.86,0.02
6617,23.8721,4986.97,10.05,-0.05
676,8.20512,2503.94,31.34,-0.29
3368,19.1133,4986.74,6.0,-0.38
2376,19.8733,4986.57,7.13,0.34
521,17.3769,4985.1,10.34,0.33
4403,9.67064,3258.63,36.1,-0.18
6100,5.84371,774.876,28.94,0.29
1967,10.752,4592.01,16.27,-0.39
1786,23.7925,4983.72,23.79,-0.21
5992,9.27855,2980.03,29.34,0.24
1998,22.6954,4986.4,13.62,0.35
6016,15.0817,4984.49,7.68,0.42
5843,18.294,4984.9,18.38,-0.03
1671,19.3991,4971.62,27.95,0.38
4774,11.3652,4161.79,34.41,-0.1
6062,23.9254,4942.04,32.42,0.21
19,5.04397,455.576,17.39,0.2
3393,13.0557,4980.27,14.48,-0.24
2343,11.9391,4458.08,30.2,0.08
4942,24.8467,4986.54,15.17,0.25
4364,6.64463,1342.21,27.57,-0.36
4636,5.70249,651.822,7.13,-0.06
975,5.06373,647.054,44.1,0.01
2321,24.0318,4943.59,35.46,-0.07
352,21.3242,4953.72,31.96,-0.45
460,5.51321,706.225,27.52,-0.19
1771,20.4391,4966.0,29.21,0.13
7534,16.605,4570.42,40.83,0.19
7649,19.2809,4947.8,27.81,0.22
7278,18.005,4983.12,23.68,0.04
2106,11.9413,4414.19,28.29,0.32
6414,14.1194,4917.22,13.76,-0.19
6883,19.2334,4965.43,34.09,-0.06
4451,9.80183,3378.17,10.25,-0.04
2671,9.69602,3144.68,20.71,0.27
1809,17.0168,4977.09,22.08,0.42
1705,21.5334,4984.72,18.89,-0.17
930,18.7072,4965.92,24.52,0.2
4648,7.54241,1728.52,34.33,-0.03
5618,3.86233,194.806,24.37,0.24
585,7.68002,1822.59,30.26,0.48
7210,16.3411,4986.19,20.75,-0.12
4587,11.0517,4249.33,29.72,-0.28
6156,21.074,4986.78,5.85,0.33
5575,24.8875,4986.57,14.82,-0.07
1887,15.11,4740.82,32.77,-0.17
940,4.69321,417.435,43.07,0.03
2150,5.27508,525.032,20.03,0.27
7390,17.2506,4973.43,25.29,0.48
301,14.3537,4985.16,11.24,-0.23
1619,17.1412,4975.36,27.18,0.19
2143,19.6392,4922.19,28.44,0.44
5314,25.5713,4897.68,34.63,-0.31
2206,22.3861,4979.39,21.76,-0.4
695,14.8979,4982.93,12.97,-0.21
3645,10.9656,4133.79,34.93,0.36
6699,18.1699,4985.63,5.36,-0.44
235,9.75532,3228.26,37.45,0.3
7013,24.9314,4957.16,31.19,0.13
4662,4.70924,387.523,28.92,0.3
7862,4.60301,410.844,44.2,0.14
7948,10.3264,3749.99,34.74,-0.27
2052,24.0615,4986.9,6.31,0.17
2240,7.73489,1767.28,24.86,0.1
6528,14.9892,4962.47,27.42,-0.46
2795,25.1395,4880.56,34.44,0.5
3335,13.4679,4907.29,30.64,-0.45
2553,23.9325,4828.34,39.25,0.27
6703,17.4137,4973.83,31.72,-0.35
653,20.4917,4985.8,18.01,0.41
87,3.36652,101.992,7.23,-0.13
5191,4.50212,313.333,17.12,-0.05
4166,14.0625,4656.39,44.15,0.31
3772,3.00036,55.9262,14.25,0.09
266,21.7664,4963.73,29.51,0.23
7393,5.07909,583.529,29.3,-0.33
7257,5.59166,878.861,42.91,-0.28
2943,6.9842,1282.67,23.46,0.42
3970,7.34588,1443.7,12.86,-0.09
1487,16.5306,4846.53,43.92,-0.33
3416,23.5141,4900.15,39.59,-0.15
2008,16.8012,4986.18,25.84,-0.47
6915,24.576,4897.4,36.71,0.4
4177,23.7749,4842.34,42.81,-0.15
6173,11.556,4870.13,16.67,-0.45
1036,14.2664,4572.96,35.55,0.14
1902,13.2857,4721.86,39.46,-0.24
4924,19.6339,4986.61,7.13,0.47
5546,11.8272,4395.19,26.13,0.21
2729,23.4646,4959.72,31.78,-0.24
2705,8.31341,2370.45,38.59,-0.28
5052,20.3123,4986.72,9.5,-0.37
7860,8.19585,2170.78,30.1,0.3
7975,17.0741,4976.93,23.6,-0.09
4697,3.55289,123.48,14.17,0.32
2623,10.9769,4354.84,17.84,0.18
1505,5.57752,599.072,12.3,0.32
1910,19.9905,4986.39,13.25,-0.23
35,11.5081,4281.42,29.96,-0.05
5531,11.6913,4876.88,23.7,-0.47
5291,14.9264,4985.53,24.18,-0.36
6015,6.47973,1102.43,24.83,-0.22
3369,11.2658,4163.05,23.42,0.5
4426,20.1839,4914.08,39.42,-0.11
6231,16.0512,4982.84,18.71,0.21
348,7.77262,2110.08,20.94,-0.48
2270,4.25836,337.589,23.77,-0.41
5788,3.37477,160.291,36.3,-0.02
4384,15.4759,4978.69,18.53,-0.3
7943,15.8124,4984.51,11.1,0.04
1205,14.1461,4612.33,37.13,0.39
5637,25.1795,4950.21,29.26,-0.35
3397,7.4829,1836.87,43.14,-0.16
3144,5.55856,643.486,28.95,0.21
6084,22.2458,4926.07,36.91,0.16
4446,24.7597,4936.21,34.14,-0.24
439,3.50134,144.977,28.3,0.0
1116,15.6111,4794.1,34.15,-0.17
2127,5.07164,524.374,26.35,-0.18
4659,22.499,4900.92,34.12,0.21
3601,19.7559,4986.09,15.5,-0.08
867,4.99311,547.22,22.65,-0.41
1222,19.3571,4895.4,30.76,0.22
1472,8.46698,2462.8,9.44,-0.37
3652,22.9654,4960.73,28.56,0.34
4381,10.0752,3552.78,19.46,0.25
1760,23.8623,4973.42,23.83,-0.22
3155,24.2892,4866.14,43.39,-0.23
7744,12.424,4470.12,29.42,-0.17
594,10.2211,3651.27,11.96,0.38
3774,22.4953,4915.74,39.99,0.17
5662,14.8001,4550.09,43.56,-0.16
1943,17.1613,4825.72,41.96,0.26
4065,3.18986,127.217,29.99,-0.33
4797,8.73464,2364.88,21.13,0.38
7055,24.5305,4986.85,7.61,-0.42
3222,18.5353,4971.18,32.37,0.19
6068,18.5591,4882.74,36.28,0.31
6127,22.867,4986.01,17.82,-0.05
5774,9.98988,4004.54,23.29,-0.41
4986,5.91436,716.45,12.07,0.2
7980,17.4132,4983.48,17.1,-0.02
592,16.5443,4985.41,10.71,-0.15
1522,12.4413,4642.89,34.5,-0.34
